Logo,Nom,Secteur,Année de création,Label Date,Site web,Résumé,Founders,Courriel,Téléphone
undefined,GDTC,EdTech,2019,Jul-21,,GDTC est une plateforme de formation en ligne pour les dentistes et étudiants en médecine dentaire.,Haithem cherni,n.a.,n.a.
undefined,Makroudh Kairouan à Domicile,Commerce and shopping,2019,Apr-20,,Solution de vente et de distribution du Makroudh Kairouanais en Tunisie et dans le monde,Mohamed Wajih Allani,n.a.,n.a.
undefined,international business space,Business Software and services,2020,Mar-21,,"International Business Space, est une plateforme de B2B et Matchmaking entrepreneurial et international, qui permet la mise en contact directe des chefs d’entreprises en Tunisie et à l’étranger et d’avoir une visibilité et un contact avec tous les acteurs économiques en Tunisie et partout dans le monde.",Ghada Sayeh CherifFoued Cherif,n.a.,n.a.
undefined,Fasteas,Communication services,2020,Nov-20,,Fasteas est une application communautaire et collaborative permettant de demander ou d’offrir des services en temps réel et de manière géo-localisée.,Kais Ben AyedMeriem El May,n.a.,n.a.
undefined,Mve,EdTech,2017,Mar-21,,"MVE Tunisie une plateforme collaborative qui offre un accompagnement pour jeunes étudiants et nouveaux diplômés , depuis leur études universitaires jusqu'à leur insertion professionnelle.",wissem hakiriMohamed GuedicheWided Hakiri,n.a.,n.a.
undefined,Sougui,Commerce and shopping,2022,Dec-22,,"Sougui est une Marketplace tunisienne qui cherche à répondre aux besoins des clients qui aspire à consommer tunisien, notamment dans l’optique d’une incitation à la consommation locale en mettant à la disposition de nos clients une multitude de produits artisanaux , fait main et de qualité   à prix abordables et qui vise à les exporter à l'étranger afin de  créer des solutions transformatrices pour l'écosystème du commerce tunisien tout en contribuant à un changement social et environnemental positif.",Hamza JabnouniAbderraouf AchouchAlaeddine Abidi,contact@sougui.tn,50797187
undefined,ESAT,Advanced Manufacturing & Robotics,2017,May-19,,ESAT est une société spécialisée dans le prototypage des cartes électroniques.,Mohamed Sellaouti,n.a.,n.a.
undefined,Contratou,Business Software and services,2020,Aug-22,,"Contratou est une plateforme conçue pour aider les entreprises et les particuliers dans les différentes opérations et démarches juridiques en leurs proposant un système intelligent de génération de documents juridiques.
 
 Elle permet de générer des documents légaux de grande qualité, à un bas coût en quelques clicks.",Walid NouniKais FerchiouOmar Ferchiou,n.a.,n.a.
undefined,Smart Mobility,Business Software and services,2014,May-19,,Nous développons des solutions répondant aux besoins des entreprises dans la gestion de la mobilité de leur personnel.,Mokhles Masmoudi,n.a.,n.a.
undefined,DEEP FLOWS,Mobility,2021,May-21,,"DeepFlows automatise la récolte de données de transport et mobilité grâce à la technologie de vision par ordinateur, afin de transformer les videos du traffic en données structurées.",Mohamed MakniFarah MakniWissem Allouchi,n.a.,n.a.
undefined,Celebrioo,Ad Tech and Creative Tech,2021,Mar-21,,Celebrioo est une plateforme Web/Application basée sur la création de contenu à travers des vidéos personnalisées réalisées par les célébrités pour leurs fans.,Bilel KnaissiMootaz Billeh Chaabani,n.a.,n.a.
undefined,groupado,Communication services,2020,Dec-20,,Groupado est une plateforme qui aide les créateurs de contenu du monde entier à se rencontrer à travers des expériences en ligne et hors ligne.,Mohamed Adnane TekayaSelim TekayaMohamed Ghazouani,n.a.,n.a.
undefined,Clic to know,EdTech,2022,Aug-22,,Education en ligne,Zied TeberNejmeddinne SaklyHoussem Chkioua,n.a.,n.a.
undefined,Tynass,Ad Tech and Creative Tech,2020,Nov-20,,"Tynass IT offre une application mobile qui rend le voyage dans le temps possible grâce à la réalité augmentée et à l'intelligence artificielle, donnant aux touristes et aux visiteurs locaux une meilleurs visites guidées en Tunisie et créant les meilleures expériences historiques.",Karim HermiSamy Ben Chaaliakhalil Ben Ali,n.a.,n.a.
undefined,Drop'n Go,Consumer products and services,2023,Jan-24,,null,Riadh BOUASSIDAAhmed BouassidaRamzi Arous,n.a.,n.a.
undefined,She Shares,Commerce and shopping,2019,Apr-20,,She shares est une société de regroupement d'achat et de mutualisation de transport pour les matières premières utilisé par les artisans dans le milieu rurale,Kaouther MouelhiHamza Arfaoui,n.a.,n.a.
undefined,bmoov,Mobility,2020,Nov-21,,bmoov est une solution de digitalisation de services de stationnement.,Ghassen Chattouna,n.a.,n.a.
undefined,allcarta,EdTech,2021,Jan-22,,"ALLCARTA est une plateforme de mise en relation entre professeur, élève /étudiant, administration et partenaires business.",Khalil JebenianiAhmed Omar Miladi,support@allcarta.com,n.a.
undefined,Tagamuta Valley,HealthTech,2021,Nov-21,,"Solution de diagnostic médical en ligne, des services de soins de santé personnalisés et une assistance médicale rapide grâce à la puissance de l'intelligence artificielle et de la technologie mobile.",Syrine ElaydiAhmed Gammoudi,n.a.,n.a.
undefined,MCOM,Communication services,2021,Nov-21,,MCOM est un CMS Mobile qui vise à généraliser l'accès à la technologie des applications mobile à la plus part des TPE et PME et cela en proposant une multitude d’offres techniques et financières avec un modèle économique se basant sur des paiements mensuels à des prix très abordables.,KHALED MEDIOUNIMohamed Haythem Goddi,n.a.,n.a.
undefined,iCan-C,HealthTech,2021,Mar-21,,iCan-C est une smart cane qui détecte les éventuels obstacles aux alentours d'un malvoyants et les traduit en informations concevable par le malvoyant ou l'aveugle.,Ali AjiliYosr JazzarFatnassi Hilmi,n.a.,n.a.
undefined,Ms. Marion,Ad Tech and Creative Tech,2016,Feb-21,,Ms.Marion est une marque de prêt-à-porter dédiée aux femmes actives dans un style formel revisité. Avec leurs service de vente en ligne ils assurent une expérience shopping accélérée.,Selma BelkhodjaInsaf Hamdi,n.a.,n.a.
undefined,Soul & Planet,Commerce and shopping,2020,Jun-21,,"Soul & Planet est une plateforme en ligne qui facilite le style de vie sain et écologique, en conseillant et vendant des produits sains et écologiques.",Fatma MidaniMehdi AchourTouhami Midani,n.a.,n.a.
undefined,WeaveLines Studio / Damdoum,Business Software and services,2023,Aug-23,,"WeaveLines Studio est une startup labellisée se spécialisant dans le développement de solutions novatrices pour le web et les applications mobiles. DAMDOUM représente le premier produit de WeaveLines Studio, une application mobile innovante basée sur le concept de gamification, alliant quiz, sondages et récompenses.",Faten Matmati,hello@damdoum.app,+216 29 350 910
undefined,ACCENT,Consumer products and services,2018,Mar-20,,"Mise en place d'interconnexion entre Internet et des objets, des lieux et des environnements physiques.souvent connu sous le nom :IoT Model.",Mohamed MASMOUDIMalek ALOULOUMoez AFFES,n.a.,n.a.
undefined,Deli Solutions,Commerce and shopping,2019,Jun-19,,Monresto est une plateforme de logistique de dernier kilomètre mettant en relation les clients avec leurs restaurants favoris à travers des livreurs indépendants. Elle permet également à des commerces de proximité et sites ecommerce d'utiliser notre réseau de livreurs pour envoyer leurs colis aux clients.,Sami TounsiZied Ouerdani,n.a.,n.a.
undefined,Armani Arabic Academy,EdTech,2017,May-19,,Armani Arabic Academy propose des nouvelles techniques d'apprentissage de la langue arabe pour les enfants en utilisant les techniques de jeu et d'exercices interactifs.,Salwa Armani,n.a.,n.a.
undefined,FOUTA TUNISIA,Commerce and shopping,2014,Jun-19,,FOUTA TUNISIA est leader de la Fouta Tunisienne artisanale. Parmi les sociétés les plus représentatives du produit sur le marché mondial. Ce produit typiquement Tunisien a été mis au gout du jour et a fait sa place sur le marché international du textile.,Zied Beldi,n.a.,n.a.
undefined,UpKurs,EdTech,2021,Jun-21,,UpKurs est une plateforme de cours particuliers collectifs et individuels dispensés en ligne par vidéoconférence et destinée aux étudiants universitaires.,Mohamed Ali TaouesNidhal JammaliSelsebil Ben El Haj Sghaier,n.a.,n.a.
undefined,Panne.auto,Mobility,2023,Mar-25,,null,Mohamed ramzi HamzaAmel Ouechtati,n.a.,n.a.
undefined,Fluoink Nanotechnologies,HealthTech,2022,Nov-22,,"Fluoink Nanotechnologies est spécialisée dans la production de matériaux avancés nanostructurés utilisés comme additifs dans plusieurs supports comme les peintures, encres, vernis, polymères et textiles. Son premier produit breveté, l'additif nanosilver, servira à la production de peinture antibactérienne capable de lutter contre les contaminations pandémiques et nosochomiales.",Ramzi MaalejFakher ChabchoubHanen DouiriMarwa Abid,ramzi.maalej@fss.usf.tn,21698656305
undefined,Ma Formation Privée,EdTech,2018,Dec-20,,"Ma Formation Privée est une Marketplace pour la vente de formations en ligne dans le secteur du bien-être, du développement personnel, des thérapies alternatives à des prix réduits, partout dans les pays francophones.",Helmi Mzah,n.a.,n.a.
undefined,SIMARL,Business Software and services,2018,Sep-19,,"SIMARL est spécialisée dans l'administration des résolutions des litiges : consultation, organisation, promotion des modes alternatifs de règlement des conflits...",kaouthar SALMI,salmi.kaouthar@gmail.com,26837765
undefined,Smart Factory,Advanced Manufacturing & Robotics,2020,Sep-21,,"Smart Factory Revolution SFR fournit des solutions aux entreprises pour migrer vers l’industrie 4.0 en améliorant leurs performances, à travers une solution logicielle qui assure la connexion des machines et des opérateurs au système ERP existant de l’entreprise.",Jawhar KOBBIMAALEJ OMAR,n.a.,n.a.
undefined,TakiAcademy,EdTech,2015,Jun-19,,Nous enseignons toutes les matières pour les élèves de la 5ème année primaire au bac.,TakiEddine Ben Messaoud,n.a.,n.a.
undefined,Go Online Africa,Business Software and services,2019,Apr-20,,"GOA est une société de service e-commerce à destination des marques qui intervient sur l’ensemble de la chaine de valeur e-commerce : logistique, gestion des e-boutiques...""",Emna MakniSalma Amor,n.a.,n.a.
undefined,IJA SOLUTION,Ad Tech and Creative Tech,2019,Jul-20,,"ija est une application mobile de réservation et de ticketing adressée aux organisateurs d'événements, les professionnels du Food & Beverage et aux particuliers.",Hatem Drira,n.a.,n.a.
undefined,Koors,EdTech,2020,Jan-22,,Koors est une plateforme de formation en ligne nouvelle génération (LMS) sous forme de marketplace où chacun des clients peut mettre en ligne sa formation.,Mehdi Ben Abi Zid,n.a.,n.a.
undefined,TechAccessibility,Business Software and services,2015,May-19,,TechAccessibility est spécialisée dans la création de solutions informatiques innovantes pour tous.,Nour Ben Yahia,n.a.,n.a.
undefined,Vynd,FoodTech & New Food,2016,May-19,,Vynd est une application mobile de découverte et réservation de restaurants avec un objectif de fournir une plateforme intégrée qui digitalise les activités des restaurants.,Adam ChebbiKhalil Ben Hamouda,n.a.,n.a.
undefined,Siteflow Factory,Business Software and services,2019,Jun-19,,SiteFlow est une solution SaaS qui digitalise la préparation et le suivi d'intervention sur les chantiers de construction et de maintenance industrielle complexes.,Samed JaloualiTimothe PietteEtienne BarraultLouis Hauvette,n.a.,n.a.
undefined,Bako Motors,Advanced Manufacturing & Robotics,2021,Sep-21,,"Bako Motors transforme les véhicules thermiques en véhicules 100% électriques, avec un système d'alimentation solaire, afin d'assurer une autonomie de 40 km par jour, et propose des solutions professionnelles d'adaptation pour une entrée rapide dans la mobilité électrique.",Boubaker SialaRached Ben HmadouMahmoud Siala,n.a.,n.a.
undefined,Kuiklink Technologies,Business Software and services,2019,Jan-20,,"Kuiklink Technologies est spécialisée en terminaux WiFi et vise à intégrer des solutions innovantes en terme de création de service et d'amélioration de la QoE. Les missions incluent le développement des appliances hotspot, WISP et technologies y liées ainsi que l'implémentation des solutions personnalisées pour les entreprises.",Lotfi Aguerbaoui,n.a.,n.a.
undefined,E-Tafakna,Business Software and services,2022,Jul-22,,"E-Tafakna est une application mobile (iOS/android) et une plateforme qui proposent des contrats et des documents juridiquement contraignants que vous pouvez créer, gérer, négocier, signer électroniquement et envoyer.",Norchen Mezni,n.a.,n.a.
undefined,CodePro Qr,Business Software and services,2024,Feb-24,,Nous générons des QR codes pour les établissements de restauration afin que les clients puissent commander via leur téléphone et offrons des statistiques aux propriétaires.,Mourad Sahloul,n.a.,n.a.
undefined,Z healthcare,HealthTech,2020,Feb-21,,Z healthcare offre un service de traitement et d'impression 3D médicale des produits orthopédique et prothétique.,Haythem ZouaouiMohamed Riadh BharKhadija mMahjoubTaha Hamdani,n.a.,n.a.
undefined,Pulpetech,Business Software and services,2018,Feb-21,,PulpeTech est une solution SAAS qui gère la collecte des retours clients et les mets en avant pour améliorer la SEO des sites marchands.,Wafa AbbesOussama Jrad,n.a.,n.a.
undefined,ilboursa.com,Ad Tech and Creative Tech,2012,May-19,,L'objectif d'ilboursa est de développer le média leader et de référence dans le secteur « Eco-Bourse-Finance »,Ismail Ben SassiRodolphe Villaes,n.a.,n.a.
undefined,Shape,EdTech,2022,Dec-22,,Une plateforme SaaS qui aide les professionnels à apprendre et à pratiquer leurs compétences en utilisant des cours pratiques pour un plan de carrière personnalisé.,Rahma Ben Abid,rahma@theshapers.co,54950212
